CID,Bin,Smiles,MW,RotBonds,TPSA,HAcceptors,HDonors,cLogP,AromaticRings,TotalRings,Heterocycles,NumF,NumCl,ChiralCenters,QED
253219,CID_100000_500000,COc1ncccc1[N+](=O)[O-],154.037842052,2,65.26,4,0,0.9984,1,1,1,0,0,0,0.47039886128181224
391631,CID_100000_500000,CC1(C23CC4CC(CC(C4)C2)C3)n2c(=O)n(-c3ccccc3)c(=O)n2C1(C)C12CC3CC(CC(C3)C1)C2,499.319877552,3,48.93,5,0,5.677500000000006,2,11,2,0,0,2,0.5457464795758048
350120,CID_100000_500000,COC(=O)C1=C(C(=O)OC)C2(c3ccccc3)C(c3ccccc3)=C(c3ccccc3)C1(c1ccccc1)C2(O)c1ccccc1,604.224974124,7,72.83000000000001,5,1,7.031000000000009,5,7,0,0,0,2,0.2020702898577493
436471,CID_100000_500000,Cc1ccc(/N=C(\OC2C(C3COC(C)(C)O3)OC3OC(C)(C)OC32)C(c2ccccc2)c2ccccc2)cc1,543.2620879039999,6,67.74000000000001,7,0,6.270220000000007,3,6,3,0,0,5,0.269700455614193
484314,CID_100000_500000,CC(=O)NC(Cc1ccc([O-])cc1)C(=O)NC(C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(N)=O)C(C)C)C(C)C,759.37230079191,19,252.10999999999996,9,8,0.09580000000000721,3,3,0,0,0,6,0.08240382838919705
148665,CID_100000_500000,Cc1cc(Cl)ccc1OCC(=O)N(CCCl)CCCl,323.024661792,7,29.54,2,0,3.333420000000002,1,1,0,0,3,0,0.720030550338861
269788,CID_100000_500000,Cc1[nH]c(=O)[nH]c(=O)c1CCO,170.06914218,2,85.95,3,3,-1.09358,1,1,1,0,0,0,0.5266060690538016
387133,CID_100000_500000,CCOC(=O)c1nc2cc(C(F)(F)F)ccc2nc1[NH2+]c1ccc(Cl)c(Cl)c1,430.03314309609004,4,68.69,4,1,4.658700000000002,3,3,1,3,2,0,0.4822350268629854
122505,CID_100000_500000,CCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,414.31339520399996,7,43.370000000000005,3,0,6.7906000000000075,0,4,0,0,0,6,0.34008968123658806
456242,CID_100000_500000,CCc1nc([NH3+])nc(N)c1-c1ccc(Cl)c(/N=N/N2CCN(C)CC2)c1,375.18069686809,4,110.63999999999999,6,2,2.0610999999999997,2,3,2,0,1,0,0.7943586184836737
131553,CID_100000_500000,COc1cc(C(=O)NOC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,421.137281316,8,110.78000000000002,9,1,2.24,2,2,0,0,0,0,0.6415855124524996
440255,CID_100000_500000,O=C(Cc1c[nH]c2ccccc12)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,337.116151948,4,132.24,7,5,-0.9465000000000003,2,3,2,0,0,5,0.45459356018097247
398987,CID_100000_500000,O=c1[nH]nc(-c2ccccc2)n1[NH2+]Cc1ccc(Cl)cc1,301.08506516809,4,67.28999999999999,3,2,1.4184999999999999,3,3,1,0,1,0,0.7157364232034665
322664,CID_100000_500000,CCOC(=O)NOC1CCCCO1,189.10010796,3,56.790000000000006,4,1,1.1907,0,1,1,0,0,1,0.6773794065818002
146720,CID_100000_500000,Nc1cccc2nc3ccc([NH3+])cc3cc12,210.10257380408999,0,66.55,2,2,1.8436,3,3,1,0,0,0,0.43893676444439567
123198,CID_100000_500000,CN(C)P([NH3+])(=O)N(C)C,152.09472515009,2,51.190000000000005,1,1,-0.5403999999999989,0,0,0,0,0,0,0.5404919378903299
185394,CID_100000_500000,COc1ccccc1OCC[NH2+]C[C@@H](O)COc1cccc2[nH]c3ccccc3c12,407.1965337640901,10,80.32,4,3,2.7118,4,4,1,0,0,1,0.3532768225553192
323057,CID_100000_500000,Cc1ccc(-c2cnc3c(n2)c(=O)n(C)c(=O)n3C)cc1,282.111675688,1,69.78,6,0,1.0026199999999996,3,3,2,0,0,0,0.6674685884594409
276006,CID_100000_500000,CCOC(=O)NN=Cc1ccc(NC(C)=O)cc1,249.11134134,4,79.78999999999999,4,2,1.7249999999999999,1,1,0,0,0,0,0.6295361804833395
987497,CID_500000_1000000,Cc1ccc(S(=O)(=O)c2c([NH3+])n(C[C@H]3CCCO3)c3nc4ccccc4nc23)cc1,423.1485380160901,4,101.72000000000001,6,1,2.7781200000000013,4,5,3,0,0,1,0.5438030366453986
577446,CID_500000_1000000,Fc1ccc(F)s1,119.984527504,0,0.0,1,0,2.0263,1,1,1,2,0,0,0.4910338167125532
672298,CID_500000_1000000,CC(=O)C=C(C)[NH2+]c1ccccc1C#N,201.10223945609,3,57.47,2,1,1.2459799999999999,1,1,0,0,0,0,0.5906372371709048
559842,CID_500000_1000000,CCOC(=O)C1=C(C)N(CCO)C(=O)NC1c1cccc([O-])c1,319.12994528791,5,101.93,5,2,0.6558999999999996,1,2,1,0,0,1,0.7761650658646224
749063,CID_500000_1000000,C[C@@H]1CN(C)C(=NC(=S)[NH2+]c2ccccc2)S1,266.07801593209,1,32.21,2,1,1.5894999999999995,1,2,1,0,0,1,0.6187015629152927
884295,CID_500000_1000000,CCOc1ccc(C(=O)c2cc([N+](=O)[O-])ccc2Cl)cc1,305.04548554400003,5,69.44,4,0,3.877900000000003,2,2,0,0,1,0,0.4773432878975834
596221,CID_500000_1000000,CC(=O)c1cccc(C)c1[N+](=O)[O-],179.058243148,2,60.209999999999994,3,0,2.10582,1,1,0,0,0,0,0.3965087778731969
629157,CID_500000_1000000,COC(=O)Cn1c(-n2ccnc2)nc2c1c(=O)n(C)c(=O)n2C,318.107652928,3,105.94,10,0,-1.2075999999999991,3,3,3,0,0,0,0.5611875628278226
560593,CID_500000_1000000,COCCC(C)CCO[Si](C)(C)C,204.154556538,7,18.46,2,0,2.9006000000000016,0,0,0,0,0,1,0.5937000416027193
773475,CID_500000_1000000,O=C(O)[C@@H]1CC=CC[C@H]1C(=O)Nc1cccc(C(F)(F)F)c1,313.092577968,3,66.39999999999999,2,2,3.310900000000002,1,2,0,3,0,2,0.8413931977222191
666464,CID_500000_1000000,CN1C(=O)N(c2ccccc2)C([NH2+]c2nncs2)C1(C)C,304.12265761608995,3,65.94,4,1,1.4096999999999997,2,3,2,0,0,1,0.9321472254120045
686461,CID_500000_1000000,O=C1[C@H]2C3c4ccccc4C(c4ccccc43)[C@@H]2C(=O)N1CCO,319.120843404,2,57.61,3,1,1.8708999999999993,2,6,1,0,0,2,0.859905459527392
931899,CID_500000_1000000,C=CCn1c(SCc2cccc(F)c2)nnc1-c1ccco1,315.08416128799996,6,43.85,5,0,4.155500000000003,3,3,2,1,0,0,0.5060093116364581
827049,CID_500000_1000000,CC(=O)Nc1ccc2c(c1)C(=O)Cc1ccccc1S2,283.066699656,1,46.17,3,1,3.535000000000002,2,3,1,0,0,0,0.8704670089178185
996156,CID_500000_1000000,O=C(c1cccs1)[NH+]1CCc2c([nH]c3ccccc23)[C@H]1c1ccc(Cl)cc1,393.08228829609,2,37.3,2,2,4.253600000000002,4,5,3,0,1,2,0.5244560212830185
941362,CID_500000_1000000,O=C1c2cccc3c([NH+]4CCOCC4)ccc(c23)C(=O)N1n1cnnc1,350.1247657920901,2,81.76,6,1,-0.08990000000000054,3,5,3,0,0,0,0.6535260143605331
787618,CID_500000_1000000,C=CCn1c(SC)nc2sc3c(c2c1=O)CCCC3,292.070405132,3,34.89,5,0,3.2447000000000026,2,3,2,0,0,0,0.4946957930325081
535966,CID_500000_1000000,COc1c2c(cc3c1OCO3)C1(C=CC(=O)C=C1)CC[NH+](C)C2,314.13868454009,1,49.2,4,1,0.7751999999999997,1,4,2,0,0,1,0.8320053981665916
780109,CID_500000_1000000,O=C(N[C@H]([NH2+]c1ccccc1)C(Cl)(Cl)Cl)c1cccs1,348.97304346409,4,45.71,2,2,3.069300000000002,2,2,1,0,3,1,0.49672334953841624
949815,CID_500000_1000000,CC(C)c1cc([NH2+]CCN(C)C)n2c(nc3ccccc32)c1C#N,322.20262218809,5,60.940000000000005,4,1,2.2390799999999995,3,3,2,0,0,0,0.7834814593582525
558612,CID_500000_1000000,CC1CC(C)(C)C=CC1O,140.120115132,0,20.23,1,1,1.9695000000000005,0,1,0,0,0,2,0.5099339395793648
654929,CID_500000_1000000,CCc1ccccc1N(C(=O)Cn1nnc2ccccc21)C(C(=O)NCCOC)c1ccco1,461.206304344,10,102.49000000000001,7,1,3.123800000000002,4,4,2,0,0,1,0.3641901689621473
662158,CID_500000_1000000,COc1ccccc1[NH+](Cc1cc2cccc(C)c2[nH]c1=O)C(=O)C(C)C,365.18596908009,5,63.6,3,2,2.744320000000001,3,3,1,0,0,1,0.7307686851455528
999650,CID_500000_1000000,Cc1ccccc1[NH2+]C(=S)NNC(=O)c1ccc(Br)o1,353.99063617609,2,70.88,3,3,1.76492,2,2,1,0,0,0,0.43627953069962855
918178,CID_500000_1000000,Cc1ccc(C)c(NC(=O)COc2cc(C)c(Cl)c(C)c2)c1,317.11825655999996,4,38.33,2,1,4.591180000000004,2,2,0,0,1,0,0.8952103482317016
595565,CID_500000_1000000,Cc1ccc(B2OCCO2)cc1,162.08520999200002,1,18.46,2,0,0.7370199999999999,1,2,1,0,0,0,0.5665726912789919
512466,CID_500000_1000000,COc1ccc2c(c1)C1=C(CC2)C(=O)NCC[NH+]1Cc1ccc([N+](=O)[O-])cc1,380.16048260408996,4,85.91,4,2,1.4755999999999996,2,4,1,0,0,1,0.6214352849038465
530213,CID_500000_1000000,COc1cc(C(C[NH+](C)[Si](C)(C)C)O[Si](C)(C)C)ccc1O[Si](C)(C)C,414.23105015008997,9,32.13,3,1,4.151100000000003,1,1,0,0,0,2,0.6160330229404011
912574,CID_500000_1000000,Cc1cc(C)cc(C(=O)Nc2nc(C)c(C)s2)c1,260.098334132,2,41.99,3,1,3.629080000000002,2,2,1,0,0,0,0.8955407960942694
997054,CID_500000_1000000,CC(=O)c1ccc(NC(=O)CSc2nnc(-c3ccccc3[O-])n2CCc2ccccc2)cc1,471.14963517591,9,99.94,7,1,4.194800000000003,4,4,1,0,0,0,0.2901673192929333
662356,CID_500000_1000000,Cc1ccc(NC(=O)CSc2nnc([C@@H]([NH3+])Cc3c[nH]c4ccccc34)o2)c(C)c1.[Cl-].[H+],458.14120014009,7,111.45,5,3,0.54074,4,4,2,0,1,1,0.3499089171553068
993303,CID_500000_1000000,O=C(CSc1nc(-c2ccc(F)cc2)cc(C(F)(F)F)n1)NC[C@@H]1CCCO1,415.0977606640001,6,64.11,5,1,3.6888000000000014,2,3,2,4,0,1,0.4430006619323883
844373,CID_500000_1000000,COc1ccc(NC(=O)[C@H]2CCCO2)c(OC)c1,251.115758024,4,56.790000000000006,4,1,1.8212999999999997,1,2,1,0,0,1,0.8864655016298356
842949,CID_500000_1000000,Cc1cc(C)cc(OCC(=O)Nc2ccc(Cl)cn2)c1,290.0822054,4,51.22,3,1,3.369340000000001,2,2,1,0,1,0,0.9390747797230451
837793,CID_500000_1000000,Cc1ccccc1O[C@H](C)C(=O)Nc1cccc(Cl)c1C,303.10260649599996,4,38.33,2,1,4.362840000000003,2,2,0,0,1,1,0.9109167714467876
729551,CID_500000_1000000,CC(=O)Nc1ccc([C@@H]2NC(=O)CS2)cc1,236.061948624,2,58.2,3,2,1.5066,1,2,1,0,0,1,0.817915811269086
788222,CID_500000_1000000,[NH3+]S(=O)(=O)c1ccc(NC(=O)c2ccc3ccccc3c2)cc1,327.07978976009,3,90.88,3,2,2.0227,3,3,0,0,0,0,0.7708390665791371
866658,CID_500000_1000000,CCOC(=O)CSc1nnc(CNC(=O)c2ccco2)n1C,324.089225992,7,99.25,8,1,0.9932999999999996,2,2,2,0,0,0,0.5987071345832145
739954,CID_500000_1000000,CCOC(=O)[C@@H]1CCC[NH+](CCC(=O)Nc2ccc3c(c2)CCC3)C1,345.21726920809,6,59.84,3,2,1.3619000000000003,1,3,1,0,0,2,0.7656517436146
933062,CID_500000_1000000,COc1cc(-c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)ccc1[O-],301.09422847591,2,104.97,7,1,-0.2905000000000002,3,3,2,0,0,0,0.699967054145782
673912,CID_500000_1000000,[NH3+]c1nnc(SCC(=O)N2CCOCC2)s1,261.04744407609,3,82.96000000000001,6,1,-0.6376000000000004,1,2,2,0,0,0,0.7319823357432779
663430,CID_500000_1000000,CCC(C)[C@H](NC(=O)NCc1cccc(OC)c1)C(=O)O,294.157957184,7,87.66000000000001,3,3,1.9936999999999998,1,1,0,0,0,2,0.717409096276349
600543,CID_500000_1000000,O=C(C=Cc1ccc([N+](=O)[O-])cc1)Nc1nccs1,275.03646214800006,4,85.13,5,1,2.7032000000000007,2,2,1,0,0,0,0.5278218960635707
516028,CID_500000_1000000,CCCn1cc2c([O-])cnc-2c2ccc(-c3ccncc3)cc21,302.12988571191,3,53.769999999999996,4,0,3.686700000000002,2,4,3,0,0,0,0.5797603042732352
630146,CID_500000_1000000,CC(=O)OCC(C)c1c([O-])c(O)c2c(c1O)C(=O)C(O)=C1C(C)(C)CCCC12C,403.17622678391,3,127.12000000000002,7,3,3.3142000000000023,1,3,0,0,0,2,0.5217179194097644
969178,CID_500000_1000000,COc1cccc(C=NNC(=O)c2ccc(-c3ccccc3)cc2)c1,330.136827816,5,50.69,3,1,4.126100000000003,3,3,0,0,0,0,0.5648278688905697
674493,CID_500000_1000000,Cc1cc([NH2+]S(=O)(=O)c2ccccc2)cc(C)c1[O-],277.07726434,3,73.81,3,1,0.9608399999999998,2,2,0,0,0,0,0.8492219844835746
968862,CID_500000_1000000,CCCC(=O)Nc1ccc(C(=O)NN=C(C)c2cccs2)cc1,329.119797848,6,70.56,4,2,3.6407000000000016,2,2,1,0,0,0,0.627236804821898
905967,CID_500000_1000000,CCC(=O)N1C[C@@]23C=C[C@@H](C[C@H]2CC12CCCCC2)O3,275.18852904,1,29.540000000000003,2,0,3.045300000000002,0,4,3,0,0,3,0.6883849759117653
781543,CID_500000_1000000,O=C(O)c1ccccc1[NH+]S(=O)(=O)c1cccc2cccnc12,328.05122928409,4,99.92999999999999,4,2,1.3026,3,3,1,0,0,0,0.7518357714926153
713952,CID_500000_1000000,CC(=O)Nc1c(C(=O)NCc2ccccc2)nnn1Cc1ccccc1,349.15387484800004,6,88.91,5,2,2.2147999999999994,3,3,1,0,0,0,0.7140197437924959
896601,CID_500000_1000000,CCOC(=O)c1ccccc1NC(=O)c1ccc(Br)o1,336.99496996399995,4,68.53999999999999,4,1,3.4711000000000016,2,2,1,0,0,0,0.8670126676012545
543309,CID_500000_1000000,CCCCCCCCCCCCCCP(=S)(C(F)(F)F)C(F)(F)F,398.16317787800006,13,0.0,1,0,8.206600000000005,0,0,0,6,0,0,0.1710915850085259
746865,CID_500000_1000000,O=C1NC(=S)[NH2+]C1=CC=Cc1ccccc1,231.05866039209,2,45.71,2,2,0.5617999999999992,1,2,1,0,0,0,0.5769346759098383
523434,CID_500000_1000000,C[Si](C)([NH2+]Cc1ccccc1)c1c(F)c(F)c(F)c(F)c1F,332.08884353009,4,16.61,0,1,2.5578000000000003,2,2,0,5,0,0,0.38354488266060793
659524,CID_500000_1000000,Brc1cc(Br)c2ncnc([NH+]3CCCCC3)c2c1,369.95489806809,1,30.220000000000002,2,1,2.855100000000001,2,3,2,0,0,0,0.8348712494893138
640919,CID_500000_1000000,O=S(=O)(c1ccccc1)c1cccc(Cl)c1,252.001178208,2,34.14,2,0,3.1728000000000023,2,2,0,0,1,0,0.8227625161434322
932022,CID_500000_1000000,CCn1c(SCc2c(F)cccc2F)nnc1-c1ccncc1,332.090723888,5,43.6,5,0,3.930500000000003,3,3,2,2,0,0,0.6641122334682605
675271,CID_500000_1000000,O=C(Nc1ccc([NH+]2CCOCC2)cc1)c1cccc(F)c1,301.13468245609,3,42.769999999999996,2,2,1.6245999999999994,2,3,1,1,0,0,0.9046318167392203
883085,CID_500000_1000000,COC(=O)COc1ccc(Br)cc1C=O,271.968420868,4,52.6,4,0,1.8134,1,1,0,0,0,0,0.6198351702317842
758356,CID_500000_1000000,Fc1ccc(C2=C[C@H](c3cccs3)n3nnnc3[NH2+]2)cc1,300.07137099209,2,60.21,5,1,1.7126999999999997,3,4,3,1,0,1,0.7835995101451504
677335,CID_500000_1000000,CCOC(=O)[C@H](C)ON1C(=O)c2ccccc2C1=O,263.07937251600003,4,72.91,5,0,1.1658000000000002,1,2,1,0,0,1,0.6018455652458894
721896,CID_500000_1000000,O=[N+]([O-])c1ccc2nc([NH2+]C3CCCCCCC3)sc2c1,306.12707430009,3,72.64,4,1,3.5123000000000024,2,3,1,0,0,0,0.6963400517908844
982952,CID_500000_1000000,C=CCn1c(SCC(=O)Nc2ccc(OCC)cc2)nc2sc3c(c2c1=O)CCCC3,455.13373366,8,73.22,7,1,4.652300000000004,3,4,2,0,0,0,0.3040053820891919
648376,CID_500000_1000000,Cc1ccc(C(c2nnnn2Cc2cccs2)[NH+]2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1,489.20672158809,7,69.74000000000001,8,1,2.3101199999999995,4,6,4,0,0,1,0.42978592922657677
963408,CID_500000_1000000,Cc1cccc(NC(=O)C[NH+]2CCCCC2)c1C,247.18048977608998,3,33.54,1,2,1.3107399999999998,1,2,1,0,0,0,0.8294338805329838
919502,CID_500000_1000000,COC(=O)C[NH+]1CCN(CC(=O)c2c[nH]c3ccc(OC)cc23)CC1,346.17613266808996,6,76.07000000000001,5,2,-0.2672999999999981,2,3,2,0,0,0,0.5564414562624765
882991,CID_500000_1000000,Cc1oc(C=N[NH2+]S(=O)(=O)c2ccccc2)cc1Br,342.97465176409,4,76.25,4,1,1.6367199999999995,2,2,1,0,0,0,0.5204149485390215
763031,CID_500000_1000000,FC(F)(F)c1cc(-c2ccccc2)n2ncnc2n1,264.062280884,1,43.08,4,0,2.810100000000002,3,3,2,3,0,0,0.6784008724517558
936780,CID_500000_1000000,O=[N+]([O-])c1ccccc1-c1ccc(CO)o1,219.053157768,3,76.51,4,1,2.3471000000000006,2,2,1,0,0,0,0.6344937943687317
705336,CID_500000_1000000,O=C(O)[C@@H](Cc1ccccc1)[NH+]c1ncnc2sc3c(c12)CCC3,339.10359920409,5,78.67999999999999,5,2,1.8566,3,4,2,0,0,1,0.743574913360398
860919,CID_500000_1000000,O=C(Cn1nnc(-c2cccnc2)n1)Nc1ccccc1[O-],295.09489717190996,4,108.65,7,1,0.44739999999999974,3,3,2,0,0,0,0.7480722075815116
939385,CID_500000_1000000,Cc1cccc(N2N=C(C(=O)Nc3ccc(C)cc3C)CCC2=O)c1,335.163376912,3,61.77,3,1,3.733360000000003,2,3,1,0,0,0,0.9287342121046888
780893,CID_500000_1000000,CCCC1=NN(C(=O)c2ccccc2[O-])[C@@](O)(C(F)(F)F)C1,315.09620054791,3,75.96000000000001,4,1,2.0130999999999997,1,2,1,3,0,1,0.9268171215303374
854142,CID_500000_1000000,Cc1ccc(-c2cc([NH3+])n(-c3ccccc3)n2)cc1,250.13387393208998,2,45.46,2,1,2.721120000000001,3,3,1,0,0,0,0.7464654252419004
753007,CID_500000_1000000,CCOC(=O)c1sc(NC(=O)[C@H]2CCCC[C@H]2C(=O)O)nc1C,340.10929274,5,105.59,6,2,2.45772,1,2,1,0,0,2,0.7976838857597668
704730,CID_500000_1000000,Fc1ccccc1[NH2+]c1nc2c(s1)CCc1ccccc1-2,297.08562408809,2,29.5,2,1,3.5744000000000016,3,4,1,1,0,0,0.71991667371577
971221,CID_500000_1000000,COCC(=O)Nc1ccccc1C(=O)Nc1ccc2c(c1)OCO2,328.105921612,5,85.89,5,2,2.2525000000000004,2,3,1,0,0,0,0.8790797516281279
744231,CID_500000_1000000,CC1=C(C)C[C@@H](C(=O)c2ccccc2)[C@@H](C(=O)O)C1,258.12559443600003,3,54.370000000000005,2,1,3.3165000000000013,1,2,0,0,0,2,0.6680811942372487
530205,CID_500000_1000000,C[Si](C)(C)OC(=O)CC(=O)O,176.05048539400002,3,63.60000000000001,3,1,0.8392,0,0,0,0,0,0,0.5109442005383529
582615,CID_500000_1000000,[NH+]C1CC(C(=O)O)Cc2ccccc21,190.08625504409,1,61.10000000000001,1,1,0.1882000000000006,1,2,0,0,0,2,0.6866914269878027
633044,CID_500000_1000000,N#CC1(C#N)CC2=C(CC1(C#N)C#N)c1ccc(cc1)CCCc1ccc2cc1,374.153146576,0,95.16,4,0,4.947020000000004,2,7,0,0,0,0,0.6517879126622348
558053,CID_500000_1000000,CC1(C)C2CC(C(=O)C(F)(F)C(F)(F)C(F)(F)F)C(C=O)C1C2,348.09602726,4,34.14,2,0,3.8857000000000026,0,3,0,7,0,4,0.5706732470223933
573867,CID_500000_1000000,CCB1OCC(C2OC(OC)C3OB(CC)OC23)O1,270.14459916,4,55.38000000000001,6,0,0.5732999999999995,0,3,3,0,0,5,0.6960369166132951
864003,CID_500000_1000000,O=C(CSc1nncn1-c1ccccn1)c1ccccc1,296.073182004,5,60.67,6,0,2.6373000000000006,3,3,2,0,0,0,0.5348484794139138
743171,CID_500000_1000000,CC1=C(C#N)[C@H](c2ccccc2C(F)(F)F)C2=C(CCCC2=O)[NH2+]1,333.12092421208996,1,57.47,2,1,3.170680000000001,1,3,1,3,0,1,0.8580780988184525
970792,CID_500000_1000000,Cn1ccc(NC(=O)Nc2ccc(Cl)cc2Cl)n1,284.0231663,2,58.95,3,2,3.3709000000000016,2,2,1,0,2,0,0.8883013992498762
683407,CID_500000_1000000,COCc1cc(=O)n2[nH]cc(-c3ccccc3)c2n1,255.100776656,3,59.39,4,1,1.8359999999999996,3,3,2,0,0,0,0.7764419531254316
812291,CID_500000_1000000,Cc1ccc(/C=c2\sc3nc4ccccc4n3c2=O)cc1,292.067034004,1,34.370000000000005,4,0,2.765320000000001,4,4,2,0,0,0,0.5404649802414907
940671,CID_500000_1000000,CC(=O)N[C@H]1C(=O)N(C(C)C)c2ccccc21,232.121177752,2,49.410000000000004,2,1,1.6187999999999998,1,2,1,0,0,1,0.8419449568790354
684184,CID_500000_1000000,N#Cc1c([NH3+])nc2c(c1-c1ccsc1)CCCCCC2,284.12159499609,1,64.32,3,1,3.2141800000000025,2,3,2,0,0,0,0.8735218442341037
747085,CID_500000_1000000,O=C(Nc1cccc(Cl)c1Cl)[C@H]1CC=CC[C@H]1C(=O)O,313.02724863599997,3,66.4,2,2,3.598900000000002,1,2,0,0,2,2,0.8378110217350455
818850,CID_500000_1000000,Cc1csc(C=O)c1-c1c(C)csc1C=O,250.01222156,3,34.14,4,0,3.718440000000003,2,2,2,0,0,0,0.7779673651923971
578098,CID_500000_1000000,COc1ccc(COC(=O)CCl)cc1,214.039671892,4,35.53,3,0,1.9772,1,1,0,0,1,0,0.5680463674958395
932622,CID_500000_1000000,Cc1ccc(C(=O)Cn2cnc3ccccc3c2=O)cc1C,292.121177752,3,51.96,4,0,2.8962400000000015,3,3,1,0,0,0,0.6974455498452006
616893,CID_500000_1000000,CO[Si](C=C[Si](OC)(OC)OC)(OC)OC,268.07984142000004,8,55.38000000000001,6,0,0.37719999999999976,0,0,0,0,0,0,0.5931942849118171
775985,CID_500000_1000000,CC(C)[C@H]1[NH+]c2ccc(C(=O)O)cc2[C@@H]2C=CC[C@H]12,257.14103026809,2,52.900000000000006,2,2,2.0633999999999997,1,3,1,0,0,3,0.7968198764726112
918791,CID_500000_1000000,CCN(CC)c1ccc([NH2+]Cc2ccccc2OC)cc1,285.19613984009004,7,29.080000000000002,2,1,2.9365000000000014,2,2,0,0,0,0,0.7925359145792049
898424,CID_500000_1000000,C[C@H](Oc1cccc(Cl)c1)C(=O)N1CCCc2ccccc21,315.10260649599996,3,29.54,2,0,4.086700000000003,2,3,1,0,1,1,0.8535965924819922
999330,CID_500000_1000000,CC(C)c1ccc(OCc2cccc(C(=O)N3N=C(C(F)F)C[C@@]3(O)C(F)F)c2)cc1,438.15665544399997,7,62.129999999999995,4,1,4.809700000000005,2,3,1,4,0,1,0.6314623359977666
3157601,CID_1000000_5000000,COc1ccc(OC)c(C2C(C(C)=O)=C(O)C(=O)[NH+]2CCc2c[nH]c3ccccc23)c1,421.17579832009005,7,93.06,5,3,2.2950999999999997,3,4,2,0,0,2,0.5444298135251596
3369028,CID_1000000_5000000,COc1ccc(OC)c(C(c2ccccc2Br)[NH+]2CCCCC2C(=O)O)c1,434.09614680008997,6,60.2,3,2,3.077700000000001,2,3,1,0,0,3,0.7325829510979593
1132659,CID_1000000_5000000,CCOC(=O)c1ccc(NC(=O)CSc2nnc(-c3ccccc3[O-])o2)cc1,398.08161519191,7,117.38,8,1,2.7177000000000007,3,3,1,0,0,0,0.476771079706825
3828737,CID_1000000_5000000,CCOC(=O)CN1CCN(C(=S)[NH2+]c2cccc(Cl)c2C)CC1,356.11940207609,4,49.39,4,1,1.30892,1,2,1,0,1,0,0.5005526817079589
4105051,CID_1000000_5000000,CCCCOc1ccc(C=NNC(=O)COc2ccccc2Cl)cc1,360.12407021200005,9,59.92,4,1,4.048000000000003,2,2,0,0,1,0,0.4166938833094319
3094811,CID_1000000_5000000,CC(C)Nc1nc([NH2+]C(C)C)nc(N(C#N)C(C)C(=O)N(C)C)n1,335.23023390409,7,114.65,7,2,0.059380000000000654,1,1,1,0,0,1,0.5346000943737707
3392258,CID_1000000_5000000,COC(=O)C1CCCN1C(=O)C1CC(NC(=O)Nc2cccc(OC)c2)CN1C(=O)c1cnccn1,496.20703261600005,6,143.06,8,2,1.0540000000000007,2,4,3,0,0,3,0.5652850784987808
2497941,CID_1000000_5000000,CCN(C(=O)CSc1nnc([C@@H](C)[NH+](C)C)n1-c1ccc(Cl)cc1)c1ccccc1,444.16193558409,8,55.46,5,1,3.2714000000000025,3,3,1,0,1,1,0.5416113739507769
2473872,CID_1000000_5000000,COc1ccccc1[C@H](C)NC(=O)COc1cccc(Br)c1,363.047005536,6,47.56,3,1,3.7139000000000024,2,2,0,0,0,1,0.8501511103854333
4954673,CID_1000000_5000000,O=C(NCc1ccccc1)c1ccccc1[NH2+]C(=S)NC(=O)c1ccccc1OCCOc1ccccc1,526.17950379609,10,93.27000000000001,5,3,3.984200000000003,4,4,0,0,0,0,0.16515340194846137
2019660,CID_1000000_5000000,O=C1/C(=C/c2c(F)cccc2Cl)Oc2cc(OCc3ccccc3)ccc21,380.061550208,4,35.53,3,0,5.674300000000004,3,4,1,1,1,0,0.5465451884374128
3715510,CID_1000000_5000000,O=S(=O)([NH2+]c1cccc(Cl)c1)c1ccc(Cl)s1,307.93680227609,3,50.75,3,1,2.638700000000002,2,2,1,0,2,0,0.8862409097778844
2327101,CID_1000000_5000000,Brc1ccc(C2=C[NH+]3CCN=C3S2)cc1,280.97425784009,1,16.8,2,1,1.7488000000000001,1,3,2,0,0,1,0.8300199181749975
1498724,CID_1000000_5000000,COc1ccc(C=C2SC(=O)N(Cc3c(F)cccc3Cl)C2=O)c(OC)c1,407.03943486,5,55.84,5,0,4.732800000000003,2,3,1,1,1,0,0.6703168581018784
2942823,CID_1000000_5000000,COc1ccc(NC(=O)CSc2nnc(-c3ccccc3)n2-c2cccc(C)c2)cc1,430.146346944,7,69.03999999999999,6,1,4.982120000000004,4,4,1,0,0,0,0.41881115635199706
2219206,CID_1000000_5000000,COCCn1c(C)cc(/C=C(/C#[NH+])c2cccc([N+](=O)[O-])c2)c1C,326.14991792009,6,81.1,4,1,1.9728399999999997,2,2,1,0,0,0,0.5004899152615567
1803244,CID_1000000_5000000,CCCCc1cc(=O)oc2cc(O[C@H](C)C(=O)NCC(=O)NCC(=O)O)ccc12,404.1583511079999,10,134.93999999999997,6,3,1.2199000000000002,2,2,1,0,0,1,0.5067736886592159
