CID,Bin,Smiles,MW,RotBonds,TPSA,HAcceptors,HDonors,cLogP,AromaticRings,TotalRings,Heterocycles,NumF,NumCl,ChiralCenters,QED
53563,CID_10000_100000,O=C(O)COc1cccc(C(=O)c2ccccc2)c1,256.073558864,5,63.6,3,1,2.3810000000000002,2,2,0,0,0,0,0.834094876017187
60624,CID_10000_100000,Cc1cc(S(=O)(=O)N2CCNC2=O)c(SCC[NH+](C)C)cc1Cl.[Cl-],413.040138892,6,70.92,4,2,-2.3970799999999963,1,2,1,0,2,0,0.5098085949364227
79179,CID_10000_100000,COC(=O)c1cc(F)c(C(=O)OC)cc1F,230.039065176,2,52.60000000000001,4,0,1.538,1,1,0,2,0,0,0.7228969461320948
95765,CID_10000_100000,CC(=NO)C1CC1,99.068413908,1,32.59,2,1,1.2465,0,1,0,0,0,0,0.29926238493452983
27861,CID_10000_100000,CCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,385.10808579999997,5,57.53,5,0,4.405820000000004,3,3,1,0,1,0,0.610416811159072
21282,CID_10000_100000,O=c1c2c([nH]c3ccccc13)CCCCC2,213.1153641,0,32.86,1,1,2.7970000000000015,2,3,1,0,0,0,0.670532876795219
98473,CID_10000_100000,COc1cc2c(cc1OC)-c1c(OC)c(OC)c(OC)c3c1C(C2)[NH+](C)CC3,386.19619941609005,5,50.59,5,1,2.0645999999999995,2,4,1,0,0,2,0.8526563056664697
48067,CID_10000_100000,CC1=C(CCC(C)C[N+](C)(C)CCCC[N+](C)(C)CC(C)CCC2=C(C)CCCC2(C)C)C(C)(C)CCC1,530.55280308018,15,0.0,0,0,9.805200000000001,0,2,0,0,0,2,0.1122167982049941
55066,CID_10000_100000,C=CC(Cl)=C(Cl)C=C,147.984655552,2,0.0,0,0,3.047600000000001,0,0,0,0,2,0,0.5289545625884459
91252,CID_10000_100000,COc1cc(CC(C)[NH3+])ccc1C.Cl,216.11496832809,3,36.870000000000005,1,1,1.5983199999999997,1,1,0,0,1,1,0.819032558542004
33370,CID_10000_100000,COc1ccc(C=CC(=O)NO)cc1C,207.089543276,3,58.56,3,2,1.52222,1,1,0,0,0,0,0.4485866862471096
51556,CID_10000_100000,CS(=O)(=O)[NH+]C(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],437.98947080009,5,119.18,6,1,2.508300000000002,2,2,0,3,1,0,0.5655466928377563
98643,CID_10000_100000,CC(=O)NCCC(C)C,129.1153641,3,29.1,1,1,1.1685999999999999,0,0,0,0,0,0,0.6085485466371162
28778,CID_10000_100000,CCC(C)(C)C(=O)Nc1cccc(OC(=O)NC)c1,264.1473925,4,67.42999999999999,3,2,2.7795000000000005,1,1,0,0,0,0,0.878298110039985
88646,CID_10000_100000,CCOC(C[NH2+]C)OCC,148.13320523609,6,35.07,2,1,-0.4212999999999991,0,0,0,0,0,0,0.5191269476600822
67272,CID_10000_100000,Cc1ccc2c(c1)Sc1cc(C)ccc1S2,244.038042384,0,0.0,2,0,4.919240000000003,2,3,1,0,0,0,0.5502992875298574
73534,CID_10000_100000,COC(=O)C1=C2[NH2+]c3ccccc3[C@@]23CCN2C[C@]4(C[C@@H]5C[C@]67CCO[C@H]6CCN6CC[C@@]8(c9cccc(OC)c9N(C4)[C@@]58O)[C@@H]67)[C@@H]4OCC[C@]4(C1)[C@H]23,719.38031177209,2,100.55,9,2,2.945400000000002,2,13,9,0,0,11,0.35891860866469283
89213,CID_10000_100000,CCOCC(C)C(=O)OCC,160.109944372,5,35.53,3,0,1.2221,0,0,0,0,0,1,0.5671769104927384
71755,CID_10000_100000,CC(=O)c1ccc2c(c1)C(=O)C1(CC1)O2,202.06299418,1,43.370000000000005,3,0,1.9969,1,3,1,0,0,0,0.6539576541194553
56222,CID_10000_100000,N#CC[NH+]1CCc2ccccc2C1,173.10732483609,1,28.23,1,1,0.15117999999999965,1,2,1,0,0,1,0.6016197090627228
63275,CID_10000_100000,O=c1c2ccccc2nc(COc2ccccc2Cl)n1-c1ccccn1,363.077454368,4,57.01,5,0,4.013100000000003,4,4,2,0,1,0,0.5493382772220633
22432,CID_10000_100000,Nc1ccc(C(N)CCc2ccc([NH3+])cc2)cc1,242.16517406008998,4,79.68,2,3,1.7748,2,2,0,0,0,1,0.7143296424401041
59695,CID_10000_100000,COc1ncnc2c1N=C1CC(C)(C)CC([NH2+]CCCC(=O)O)=C1S2.[Br-],442.067423696,6,101.28000000000002,6,2,-0.8727999999999976,1,3,2,0,0,0,0.43800747891957875
67305,CID_10000_100000,COc1ccc(Cl)cc1NC(=O)c1cc2ccccc2cc1[O-],326.05894453591,3,61.39,3,1,3.827700000000002,3,3,0,0,1,0,0.7953723952729306
45048,CID_10000_100000,CCC[NH2+]C(C)C(=O)c1ccccc1.[Cl-],227.107691876,5,33.68,1,1,-1.764799999999998,1,1,0,0,1,1,0.594348075328808
38110,CID_10000_100000,O=C(O[NH+]1CCCCC1)c1ccc([N+](=O)[O-])cc1,251.10263338009,3,73.88,4,1,0.7353999999999998,1,2,1,0,0,0,0.6347142613322965
90191,CID_10000_100000,CCCc1ccc(CC)cn1,149.12044948,3,12.89,1,0,2.5965000000000007,1,1,1,0,0,0,0.6433736042580682
49558,CID_10000_100000,C[NH+]1CCCCC1CC=C1c2ccccc2CCc2ccccc21.O=S(=O)([O-])O,415.1817294079999,2,81.87,3,2,2.6788000000000007,2,4,1,0,0,2,0.5836606547452168
82479,CID_10000_100000,S=P(OCCCl)(OCCCl)OCCCl,299.931034914,9,27.69,4,0,2.977100000000001,0,0,0,0,3,0,0.4832703815263032
48108,CID_10000_100000,CC1CCCC(C)(C)C1CCC(C)[N+](C)(C)CCCCCCCCCCC[N+](C)(C)C(C)CCC1C(C)CCCC1(C)C,604.66235352818,20,0.0,0,0,11.91229999999999,0,2,0,0,0,6,0.09573861834681345
55524,CID_10000_100000,CCC(CC)OSN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,339.15042928,6,48.0,5,0,4.5991000000000035,1,2,1,0,0,0,0.5598281996641042
61542,CID_10000_100000,O=O.[Na+],54.97904994008999,0,34.14,2,0,-2.929,0,0,0,0,0,0,0.2778535406123343
76352,CID_10000_100000,CC(=O)OCC[NH+](CCOC(C)=O)CCOC(C)=O,276.14416384409003,9,83.34,6,1,-1.4393999999999967,0,0,0,0,0,0,0.410108241500385
27778,CID_10000_100000,CCNc1nc(NCC)nc([NH2+]CC)n1,211.16657102808998,6,79.34,5,3,-0.04999999999999938,1,1,1,0,0,0,0.6145832286308226
72388,CID_10000_100000,C=C(Cc1ccc([O-])cc1)C(=C)Cc1ccc(O)cc1,265.12340336391003,5,43.29,2,1,3.363400000000002,2,2,0,0,0,0,0.8422875659530604
56339,CID_10000_100000,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,362.06677282999993,5,116.17000000000002,4,3,1.5488,2,3,1,0,0,0,0.5489342308438095
36892,CID_10000_100000,C[NH+](C)CCOC[n+]1c[nH]c2ccccc21.O=C([O-])C(=O)O.O=C([O-])C(=O)O,399.12777925199987,5,188.2,7,4,-4.784199999999993,2,2,1,0,0,0,0.21721011761231776
25981,CID_10000_100000,O=C([O-])c1ccc(C(=O)[O-])cc1.[K+].[K+],241.938371968,2,80.25999999999999,4,0,-7.5784,1,1,0,0,0,0,0.48254147805683967
94176,CID_10000_100000,O=C[C@H](O)[C@H](O)CO,120.04225873600001,3,77.76,4,3,-2.1006,0,0,0,0,0,2,0.3726915966360547
81437,CID_10000_100000,COc1cccc(CO)c1,138.06807956,2,29.46,2,1,1.1874999999999998,1,1,0,0,0,0,0.664708696108545
16380,CID_10000_100000,[H]/[NH+]=C(\N)N(C)CC[C@H](N)CC(=O)N[C@@H]1C=C[C@@H](n2ccc(N)nc2=O)O[C@H]1C(=O)O,423.2098923840899,8,217.40999999999997,8,6,-4.038399999999995,1,2,2,0,0,4,0.13499159352026924
35747,CID_10000_100000,C=CCC1(C(C)CCC)C(=O)N(COC)C(=O)N(COC)C1=O,326.18417193199997,9,76.15,5,0,1.9836999999999998,0,1,1,0,0,1,0.47823179755132456
19695,CID_10000_100000,CCOC(CC(C)C)OCC,160.14632988,6,18.46,2,0,2.4316000000000004,0,0,0,0,0,0,0.5555059114386623
46826,CID_10000_100000,Clc1ccccc1C[N+]12CCCC(CC1)CC2,250.13570377208998,2,0.0,0,0,3.8606000000000025,1,4,3,0,1,0,0.699585129343689
37216,CID_10000_100000,Cc1c(C(=O)OCC[NH+]2CCCCC2)oc2cc3c(cc12)OC=CO3.[Cl-],379.11865048399994,4,62.34,5,1,-0.786779999999998,2,4,3,0,1,0,0.7057103908537029
63850,CID_10000_100000,C[NH+](C)CCN1c2ccccc2C(=O)NC1c1ccccn1.O=C(O)C(O)C(O)C(=O)O,447.1874256240899,7,164.73000000000002,7,6,-1.6478999999999935,2,3,2,0,0,3,0.29172199334937243
80881,CID_10000_100000,Cc1ccc(/N=N/c2c(S(=O)(=O)[O-])cc3cc([NH2+]c4ccc5c(O)c(/N=N/c6ccc(C)cc6C)c(S(=O)(=O)[O-])cc5c4)ccc3c2[O-])c(C)c1.[Na+].[Na+],769.1252934480002,8,223.74,12,2,1.1794800000000019,6,6,0,0,0,0,0.09876480399014571
64494,CID_10000_100000,OC(CCOCC12CC3CC(CC(C3)C1)C2)C[NH+]1CCCCCC1,336.28970587608995,7,33.9,2,2,2.4293000000000005,0,5,1,0,0,1,0.7003168684102725
85073,CID_10000_100000,CCc1cnc(CC)s1,141.061220352,2,12.89,2,0,2.2679,1,1,1,0,0,0,0.6153545573123256
40181,CID_10000_100000,O=C(OCC(O)CO)c1ccccc1I,321.97020683200003,4,66.76,4,2,0.8011999999999999,1,1,0,0,0,1,0.6357012155830883
69525,CID_10000_100000,CC(C)CC[NH+](CCC(C)C)CCC(C)C,228.26857650809,9,4.44,0,1,3.0096000000000016,0,0,0,0,0,0,0.6186467538862928
66510,CID_10000_100000,O=C1c2ccccc2C(=O)c2c(Cl)ccc([O-])c21,257.00109531191003,0,57.2,3,0,2.189,2,3,0,0,1,0,0.6202462319232657
23325,CID_10000_100000,COc1c([NH3+])ccc2c1Cc1ccccc1-2.[Cl-],247.076391748,1,36.870000000000005,1,1,-0.8562000000000003,2,3,0,0,1,0,0.5973889565035095
70328,CID_10000_100000,CC(C)COCc1ccccc1,164.120115132,4,9.23,1,0,2.8592000000000013,1,1,0,0,0,0,0.6645409475988242
66847,CID_10000_100000,O=S(O)c1ccc(Cl)cc1,175.96987808,1,37.3,1,1,1.9206,1,1,0,0,1,1,0.6642752791544535
56383,CID_10000_100000,CCC1Oc2ccccc2C1C[NH2+]CCOC,236.16450536409,6,35.07,2,1,1.151,1,2,1,0,0,2,0.7520426461956318
153801,CID_100000_500000,CC(=O)N[C@@H](CSC(F)(F)CCl)C(=O)O,261.0037983,6,66.4,3,2,1.1405,0,0,0,2,1,1,0.7039546328126096
149108,CID_100000_500000,COC(=O)C1(C)[NH2+]CCc2c1[nH]c1ccc(OCc3ccccc3)cc21,351.17031901609,4,67.92999999999999,3,2,2.2546,3,4,2,0,0,1,0.7086704401846528
377940,CID_100000_500000,O=C(CC(=O)Nc1ccccc1Cl)N[NH2+]C(c1cc(/N=N/c2ccc(Br)cc2)ccc1[O-])P(O)O,579.0073951500001,9,163.04999999999998,7,5,3.5100000000000016,3,3,0,0,1,1,0.06521005534147808
136673,CID_100000_500000,CC(C)C1CCC1,98.109550448,1,0.0,0,0,2.442500000000001,0,1,0,0,0,0,0.472252475948651
142930,CID_100000_500000,CN1CC[NH+]1C,87.09167477208999,0,7.680000000000001,1,1,-1.6384999999999985,0,1,1,0,0,1,0.37223785689781846
246850,CID_100000_500000,CCCCC(C(=O)O)C1CCCC1,184.14632988,5,37.3,1,1,3.0676000000000014,0,1,0,0,0,1,0.7125910155636763
213605,CID_100000_500000,CC1=C([NH3+])C(=O)C2=C(C1=O)N(C)C[C@@H]1[C@H](C(=O)[C@H]2COC(N)=O)N1C,349.15064619209005,2,137.42,7,2,-2.183199999999996,0,3,2,0,0,4,0.4267697702702906
466002,CID_100000_500000,Clc1ccc(-c2c[nH]cc2C(c2ccc(Cl)c(Cl)c2)n2ccnc2)c(Cl)c1,434.9863581360001,4,33.61,2,1,7.129500000000003,4,4,2,0,4,1,0.36223785350012006
449892,CID_100000_500000,C[NH+]1CCc2cc(Cl)c([O-])cc2C(c2cccc(NC(=O)c3ccc([18F])cc3)c2)C1,423.137918624,3,56.6,2,2,3.0077000000000016,3,4,1,1,1,2,0.6800551547540111
231459,CID_100000_500000,CCN(CC)C(=O)c1ccc(OC)cc1,207.125928784,4,29.540000000000003,2,0,2.1772,1,1,0,0,0,0,0.7569601071994028
410328,CID_100000_500000,Cc1c2ccc3ccccc3c2c[n+]2ccccc12,244.11207586809,0,4.1,0,0,4.040120000000003,4,4,2,0,0,0,0.2496181088437048
385425,CID_100000_500000,COc1ccc(C2C(C#N)=C([S-])[NH+](C3OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C3OC(C)=O)C(c3ccccc3)=C2C(C)=O)cc1,692.2039809719998,10,168.96,13,1,2.0427800000000014,2,4,2,0,0,7,0.21841216510159797
494864,CID_100000_500000,CCOC1OC(=O)C2C(c3ccccc3)=NOC12,247.084457896,3,57.120000000000005,5,0,1.3251,1,3,2,0,0,3,0.7558950258792289
239898,CID_100000_500000,CCCC1(C)COC(c2ccccc2)OC1,220.14632988,3,18.46,2,0,3.538400000000002,1,2,1,0,0,0,0.7753601518187847
377249,CID_100000_500000,CC(=O)/N=C1/N(C=C2C(=O)Oc3ccccc3C2=O)C(=O)C(=Cc2ccccc2Cl)[NH+]1C,450.08512474409,2,97.54999999999998,5,1,1.6260999999999999,2,4,2,0,1,1,0.32441636003291535
425596,CID_100000_500000,Cc1cccc(C(=O)OCc2ccccc2C[NH+]2CCCC2)c1,310.18015542808996,5,30.740000000000002,2,1,2.5307200000000005,2,3,1,0,0,0,0.8604623547168319
105359,CID_100000_500000,O=C1c2c([O-])ccc([NH+](O)CO)c2C(=O)c2c(O)ccc(N(O)CO)c21,362.075015408,4,166.02999999999997,9,6,-1.7580000000000002,2,3,0,0,0,1,0.2327781621145125
209033,CID_100000_500000,COc1cc(NC(=O)c2ccc(C(=O)Nc3ccc(C(=O)Nc4ccc[n+](C)c4)c(OC)c3)cc2)ccc1C(=O)Nc1ccc[n+](C)c1.Cc1ccc(S(=O)(=O)[O-])cc1.Cc1ccc(S(=O)(=O)[O-])cc1,988.2771629760001,12,257.02,12,4,6.160240000000007,7,7,2,0,0,0,0.07932047205608772
385372,CID_100000_500000,O=[N+]([O-])c1c(F)c(F)c2c(c1F)[NH2+]c1ccccc1S2,299.00965951208997,1,59.75,3,1,3.0033000000000003,2,3,1,3,0,0,0.3250880654881319
335445,CID_100000_500000,COC(=O)[C@@H]1O[C@H]2OC=C[C@H]21,156.042258736,1,44.760000000000005,4,0,0.04439999999999977,0,2,2,0,0,3,0.5028179228685901
239217,CID_100000_500000,COC(=O)C1CCC2(C1)OCCO2,186.089208928,1,44.760000000000005,4,0,0.7025999999999999,0,2,1,0,0,1,0.5654160616959787
228658,CID_100000_500000,CCCCCNC(=O)c1ccc(C)cc1,205.146664228,5,29.1,1,1,2.915020000000001,1,1,0,0,0,0,0.7356693883034817
254195,CID_100000_500000,COC1=N[C@]2(O)C[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@]32S1,391.181729408,0,79.12,6,2,3.049500000000001,0,5,1,0,0,7,0.6634822114112762
337498,CID_100000_500000,COC1OCC2(C)OC(c3ccccc3)=NC2C1O,263.115758024,2,60.28,5,1,0.9543000000000001,1,3,2,0,0,4,0.862873740022354
461206,CID_100000_500000,Cc1cccc(C)c1OCC(=O)N[C@H](CC[NH+]1CC[C@@H](Sc2ncccn2)C[C@H]1C(=O)NC(C)(C)C)Cc1ccccc1,604.3315877520901,12,97.65,6,3,3.7127400000000037,3,4,2,0,0,4,0.2729562233889588
216332,CID_100000_500000,N#Cc1ccc([NH+](c2ccc(C#N)cc2)c2ccc3c(c2)C(=O)N(Cc2cccnc2)C3=O)cc1,456.14550123608996,5,102.28999999999999,5,1,3.8009600000000026,4,5,2,0,0,0,0.4603898475724746
298038,CID_100000_500000,CN(C)P1(N)=NP(N)(N(C)C)=NP([NH3+])(N(C)C)=N1,316.14402811009,3,126.47999999999999,8,3,0.6827000000000016,0,1,1,0,0,3,0.659994864517268
216813,CID_100000_500000,COc1ccc(CC[n+]2cc([NH3+])on2)cc1OC.[Cl-],286.09529550409,5,76.01,4,1,-2.900599999999997,2,2,1,0,1,0,0.5984958308086683
258091,CID_100000_500000,C1C[NH+]CCN1.O=C(O)C(O)C(O)C(=O)O,236.10028765209,3,142.69,6,6,-4.183799999999995,0,1,1,0,0,2,0.2915336260132901
380110,CID_100000_500000,CC(C)(C)OC(=O)[NH+]C(Cc1ccccc1)C(O)=C(C#N)c1ccc([N+](=O)[O-])cc1,409.16322225609,6,129.06000000000003,6,2,3.283080000000001,2,2,0,0,0,1,0.32593797665854113
277619,CID_100000_500000,CC(C)CC(CC(C)C)[NH2+]CCO.O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1,416.1907138559999,10,189.32,8,2,1.4877000000000002,1,1,0,0,0,0,0.42311702790103695
284345,CID_100000_500000,Cc1cccc(C)c1C=CS(=O)(=O)c1ccccc1,272.087100752,3,34.14,2,0,3.748040000000003,2,2,0,0,0,0,0.8524628360851791
469521,CID_100000_500000,CC(=O)O[C@@H]1C(=O)N(c2ccc(C(=O)O)cc2)[C@H]1c1ccccc1,325.09502258000003,4,83.91000000000001,4,1,2.4044000000000008,2,3,1,0,0,2,0.6891536644669942
208005,CID_100000_500000,O=[N+]([O-])c1ccc(C=N[NH2+]c2ccc(F)cc2)o1,250.06224578809,4,85.25,4,1,1.5558999999999998,2,2,1,1,0,0,0.29353029371429185
454097,CID_100000_500000,O=C(O)CCCCCCCCCCCCn1ccnn1,281.210327104,13,68.00999999999999,4,1,3.653800000000003,1,1,1,0,0,0,0.5602660171182251
356051,CID_100000_500000,CCOC(C)(OC)[NH+](C)C,148.13320523609,4,22.900000000000002,2,1,-0.5124999999999991,0,0,0,0,0,1,0.5425025876672918
396575,CID_100000_500000,OCCCCn1cc(Cn2ncc3c(SCc4ccccc4)ncnc32)nn1,395.1528292920001,9,94.54,9,1,2.5309,4,4,3,0,0,0,0.26429228516694503
165582,CID_100000_500000,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)C1CC3,414.38616621999995,5,20.23,1,1,8.16890000000001,0,4,0,0,0,7,0.44968315048995766
350758,CID_100000_500000,CCn1cnc2c1c(=O)n(CC(C)=NNC(=O)c1ccncc1)c(=O)n2CC,383.17058753200007,6,116.17000000000002,9,1,0.6003999999999996,3,3,3,0,0,0,0.49421539738056414
195891,CID_100000_500000,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,568.3247477359998,7,173.98,8,6,2.394400000000001,0,5,1,0,0,15,0.2503063354688476
423270,CID_100000_500000,O=C(CN1CCCC(CO)C1)C1CCC(C2CCC(C(=O)C[NH+]3C=C(CO)C=CC3)CC2)CC1,473.33738434009,9,82.28,5,3,1.772600000000001,0,4,2,0,0,2,0.4755722429318158
242687,CID_100000_500000,COc1ccc2c(c1)CCC1C2=CCC2C(=O)OC(=O)C21C,298.120509056,1,52.6,4,0,2.7506000000000013,1,4,1,0,0,3,0.5907277455399094
466017,CID_100000_500000,Clc1cc2nc(Br)[nH]c2cc1Cl,263.885665556,0,28.68,1,1,3.632200000000001,2,2,1,0,2,0,0.7743209735576645
179146,CID_100000_500000,O=C(OCc1coc(Cc2ccccc2)c1)[C@H]1[C@H]2C=CC[C@H]21,294.125594436,5,39.44,3,0,3.735700000000003,2,4,1,0,0,3,0.6227553365512056
313613,CID_100000_500000,Cc1ccc(Sc2ccc([N+](=O)[O-])c3nonc23)cc1,287.03646214800006,3,82.06,6,0,3.590620000000002,3,3,1,0,0,0,0.5404917828414496
327814,CID_100000_500000,C[NH+](C)CC1CCC1N1c2ccccc2Sc2ccc(Cl)cc21,345.11867380409,3,7.680000000000001,2,1,3.8658000000000037,2,4,1,0,1,2,0.9028047169161801
497177,CID_100000_500000,COc1ccc(-c2nnnn2CC(I)=C(I)I)cc1,593.791054908,4,52.830000000000005,5,0,3.8228000000000018,2,2,1,0,0,0,0.5062273439090356
275907,CID_100000_500000,CC1(C)N=C([NH3+])N=C(N)N1c1ccc(CCc2ccc(S(=O)(=O)F)cc2)cc1,404.15510061608995,5,115.75999999999999,6,2,1.5987000000000007,2,3,1,1,0,0,0.7364130738002578
192480,CID_100000_500000,CC(Cc1ccc([O-])cc1)[NH2+]CCCc1ccccc1.Cl,305.154642068,7,39.67,1,1,2.3092,2,2,0,0,1,1,0.7835161629663546
321270,CID_100000_500000,C=Cn1c([N+](=O)[O-])cnc1C=Cc1ccc(C#N)cc1,266.08037556,4,84.75,5,0,2.933880000000001,2,2,1,0,0,0,0.6285983931454733
281913,CID_100000_500000,CC1=CC2=CCC3C(CCC4(C)C(C(C)CCCC(C)C)CCC34)C2(C)CC1,382.359951472,5,0.0,0,0,8.584000000000005,0,4,0,0,0,7,0.4463163960674818
218256,CID_100000_500000,CC(C)CCOc1ccc(-c2cn(C)cn2)cc1,244.15756326,5,27.05,3,0,3.5120000000000022,2,2,1,0,0,0,0.8043994755515995
492034,CID_100000_500000,Cc1cn([C@@H]2CO[C@H](CO)[C@@H](O)C2)c(=O)[nH]c1=O,256.10592161200003,2,104.54999999999998,6,3,-1.4717799999999988,1,2,2,0,0,3,0.5988538862905796
491174,CID_100000_500000,Cc1cnc(-c2nc3cc(C(=O)[NH+][C@@H](Cc4c[nH]c5ccc(O)cc45)C(=O)O)ccc3n2C2CCCCC2)cn1,538.2323048600899,7,149.59000000000003,7,4,3.679120000000002,5,6,3,0,0,1,0.24688075184528194
462179,CID_100000_500000,C[C@@]1(CO)[C@H]2[C@@H](O)C[C@@H]3C[C@H]4C[C@@]3(CC[C@@]4(O)CO)[C@]2(C)CC[C@@H]1O,354.24062418799997,2,101.15,5,5,1.0565999999999998,0,4,0,0,0,9,0.5103723941191859
352562,CID_100000_500000,COC(=O)c1cccc([NH2+]S(=O)(=O)c2ccc(NC(C)=O)cc2)n1,350.08051803209,5,119.04,6,2,0.4103999999999995,2,2,1,0,0,0,0.7540020183425189
493873,CID_100000_500000,CCCCO[C@@H]1C=C(C(=O)O)C[C@H]([NH+]=C(N)N)[C@H]1NC(C)=O,313.18703170009,7,141.64,3,5,-2.1862999999999957,0,1,0,0,0,3,0.20533681222386121
296046,CID_100000_500000,CCCC(C)C(C#N)c1ccccc1,187.136099544,4,23.79,1,0,3.729980000000003,1,1,0,0,0,2,0.7041982324914889
174983,CID_100000_500000,CC(C)Cc1cccc2c(CC(=O)O)cccc12,242.130679816,4,37.3,1,1,3.6654000000000018,2,2,0,0,0,0,0.887859575658606
250227,CID_100000_500000,C=CC[NH2+]C1=C(NC(C)=O)C(=O)c2ccccc2C1=O,271.10771876009,4,79.85,3,2,0.1626999999999994,1,2,0,0,0,0,0.7656862412280505
217076,CID_100000_500000,CCOP(=S)(OCC)SCc1nnc(OCCOC)s1,358.02445671799995,11,62.7,9,0,3.094000000000001,1,1,1,0,0,0,0.4416741832098504
184616,CID_100000_500000,C#CCOc1cc(-n2nc(C)c(Cl)c2C)c(F)cc1Cl,312.02324655200005,3,27.05,3,0,3.947040000000002,2,2,1,1,2,0,0.8024532517135338
127342,CID_100000_500000,O=c1ccc2ccc(-c3cccnc3)cc2[nH]1,222.07931294,1,45.75,2,1,2.5900999999999996,3,3,2,0,0,0,0.6874461815414393
451528,CID_100000_500000,[NH3+]c1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H]1O,238.09346566409002,2,120.93000000000002,7,3,-2.0496999999999996,2,3,3,0,0,3,0.553424988400819
188523,CID_100000_500000,O=C(O)C1C=CCc2ccccc21,174.06807956,1,37.3,1,1,1.9671,1,2,0,0,0,1,0.6606860129378879
273224,CID_100000_500000,CCOC(=O)CC[NH2+]C(COCc1ccccc1)C(=O)OCC,324.18054935208994,11,78.44000000000001,5,1,0.6515000000000015,1,1,0,0,0,1,0.6048245154362126
400797,CID_100000_500000,O=c1c(Cc2ccc(Cl)cc2)nnc2sc(-c3ccc(-c4ccc(Cl)cc4Cl)o3)nn12,487.96682963200004,4,73.28999999999999,7,0,6.024000000000003,5,5,3,0,3,0,0.3083407684513633
199492,CID_100000_500000,C[N+]1(CC[NH+](c2ccccc2)c2ccccc2)CCCCC1.[Br-],375.14303741608995,5,4.44,0,1,0.16920000000000135,2,3,1,0,0,0,0.7101402931890766
450407,CID_100000_500000,[NH+][C@@H](Cc1ccc(O)cc1)[11C](=O)O,179.07695320009,3,81.33,2,2,-0.7986000000000006,1,1,0,0,0,1,0.6370466265681552
446619,CID_100000_500000,C=CC(C)(C)c1cc2cc3cc(C(C)(C)O)oc3cc2oc1=O,312.13615911999995,3,63.580000000000005,4,1,4.230200000000004,3,3,2,0,0,0,0.5804295142345153
315659,CID_100000_500000,OCc1cscc1-c1cscc1CO,226.01222156,3,40.46,4,2,2.461200000000001,2,2,2,0,0,0,0.843699261483637
238114,CID_100000_500000,Cc1cc([O-])c(C2(C)OC(=O)c3ccccc32)cc1O,269.08193247591004,1,69.59,4,1,2.2081200000000005,2,3,1,0,0,1,0.8057134738621521
470158,CID_100000_500000,CC(C)C(=O)OCOP(=O)(OCOC(=O)C(C)C)C(=O)Oc1ccccc1,402.10796894599997,10,114.42999999999999,9,0,3.725100000000003,1,1,0,0,0,0,0.3279129720602556
442768,CID_100000_500000,COc1cc2oc(=O)cc(-c3ccccc3)c2cc1[O-],267.06628241191004,2,62.5,4,0,2.5422000000000002,3,3,1,0,0,0,0.6692627200192391
448774,CID_100000_500000,O=S(=O)(O)OC(CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO,335.04650060808996,7,164.75,8,6,-3.7577999999999974,0,1,1,0,0,6,0.2023190197889195
210641,CID_100000_500000,CC1=CSC2=NC(C)(O)CC(C)(C)[NH+]12,213.10561058409,0,37.03,3,2,0.7262,0,2,2,0,0,2,0.6221590603186665
118824,CID_100000_500000,Cl.Cl.c1ccc([NH+]2CCN(CC3CC3)CC2)cc1,289.12328051609,3,7.680000000000001,1,1,1.7722,1,3,1,0,2,0,0.8913332336552489
342792,CID_100000_500000,O=C1Nc2ccc(Br)cc2C1=c1sc2nc3ccccc3n2c1=O,396.952059596,0,63.470000000000006,5,1,2.5417000000000005,4,5,3,0,0,0,0.495369536979576
112308,CID_100000_500000,O=S(=O)(O)c1ccc(CCCCCCCCCCOCCCCCCCCCCc2ccc(S(=O)(=O)O)cc2)cc1,610.29979594,24,117.97000000000001,5,2,8.223400000000009,2,2,0,0,0,0,0.09078145877147194
311527,CID_100000_500000,COc1ccc(C=NNC(=O)CNC(=O)Nc2cccc(C(F)(F)F)c2)cc1,394.125275064,6,91.82,4,3,2.985800000000001,2,2,0,3,0,0,0.5196213596064408
340894,CID_100000_500000,C[C@]12CC[C@@H]3c4ccc(OCCCO)c([N+](=O)[O-])c4CC[C@H]3[C@@H]1CCC2=O,373.18892296399997,5,89.66999999999999,5,1,3.781200000000003,1,4,0,0,0,4,0.4818390756310121
